policy_id,is_claim
ID50576,0
ID50577,0
ID50578,0
ID50579,0
ID50580,0
ID50581,0
ID50582,0
ID50583,0
ID50584,0
ID50585,0
ID50586,0
ID50587,0
ID50588,0
ID50589,0
ID50590,0
ID50591,0
ID50592,0
ID50593,0
ID50594,0
ID50595,0
ID50596,0
ID50597,0
ID50598,0
ID50599,0
ID50600,0
ID50601,0
ID50602,0
ID50603,0
ID50604,0
ID50605,0
ID50606,0
ID50607,0
ID50608,0
ID50609,0
ID50610,0
ID50611,0
ID50612,0
ID50613,0
ID50614,0
ID50615,0
ID50616,0
ID50617,0
ID50618,0
ID50619,0
ID50620,0
ID50621,0
ID50622,0
ID50623,0
ID50624,0
ID50625,0
ID50626,0
ID50627,0
ID50628,0
ID50629,0
ID50630,0
ID50631,0
ID50632,0
ID50633,0
ID50634,0
ID50635,0
ID50636,0
ID50637,0
ID50638,0
ID50639,0
ID50640,0
ID50641,0
ID50642,0
ID50643,0
ID50644,0
ID50645,0
ID50646,0
ID50647,0
ID50648,0
ID50649,0
ID50650,0
ID50651,0
ID50652,0
ID50653,0
ID50654,0
ID50655,0
ID50656,0
ID50657,0
ID50658,0
ID50659,0
ID50660,0
ID50661,0
ID50662,0
ID50663,0
ID50664,0
ID50665,0
ID50666,0
ID50667,0
ID50668,0
ID50669,0
ID50670,0
ID50671,0
ID50672,0
ID50673,0
ID50674,0
ID50675,0
ID50676,0
ID50677,0
ID50678,0
ID50679,0
ID50680,0
ID50681,0
ID50682,0
ID50683,0
ID50684,0
ID50685,0
ID50686,0
ID50687,0
ID50688,0
ID50689,0
ID50690,0
ID50691,0
ID50692,0
ID50693,0
ID50694,0
ID50695,0
ID50696,0
ID50697,0
ID50698,0
ID50699,0
ID50700,0
ID50701,0
ID50702,0
ID50703,0
ID50704,0
ID50705,0
ID50706,0
ID50707,0
ID50708,0
ID50709,0
ID50710,0
ID50711,0
ID50712,0
ID50713,0
ID50714,0
ID50715,0
ID50716,0
ID50717,0
ID50718,0
ID50719,0
ID50720,0
ID50721,0
ID50722,0
ID50723,0
ID50724,0
ID50725,0
ID50726,0
ID50727,0
ID50728,0
ID50729,0
ID50730,0
ID50731,0
ID50732,0
ID50733,0
ID50734,0
ID50735,0
ID50736,0
ID50737,0
ID50738,0
ID50739,0
ID50740,0
ID50741,0
ID50742,0
ID50743,0
ID50744,0
ID50745,0
ID50746,0
ID50747,0
ID50748,0
ID50749,0
ID50750,0
ID50751,0
ID50752,0
ID50753,0
ID50754,0
ID50755,0
ID50756,0
ID50757,0
ID50758,0
ID50759,0
ID50760,0
ID50761,0
ID50762,0
ID50763,0
ID50764,0
ID50765,0
ID50766,0
ID50767,0
ID50768,0
ID50769,0
ID50770,0
ID50771,0
ID50772,0
ID50773,0
ID50774,0
ID50775,0
ID50776,0
ID50777,0
ID50778,0
ID50779,0
ID50780,0
ID50781,0
ID50782,0
ID50783,0
ID50784,0
ID50785,0
ID50786,0
ID50787,0
ID50788,0
ID50789,0
ID50790,0
ID50791,0
ID50792,0
ID50793,0
ID50794,0
ID50795,0
ID50796,0
ID50797,0
ID50798,0
ID50799,0
ID50800,0
ID50801,0
ID50802,0
ID50803,0
ID50804,0
ID50805,0
ID50806,0
ID50807,0
ID50808,0
ID50809,0
ID50810,0
ID50811,0
ID50812,0
ID50813,0
ID50814,0
ID50815,0
ID50816,0
ID50817,0
ID50818,0
ID50819,0
ID50820,0
ID50821,0
ID50822,0
ID50823,0
ID50824,0
ID50825,0
ID50826,0
ID50827,0
ID50828,0
ID50829,0
ID50830,0
ID50831,0
ID50832,0
ID50833,0
ID50834,0
ID50835,0
ID50836,0
ID50837,0
ID50838,0
ID50839,0
ID50840,0
ID50841,0
ID50842,0
ID50843,0
ID50844,0
ID50845,0
ID50846,0
ID50847,0
ID50848,0
ID50849,0
ID50850,0
ID50851,0
ID50852,0
ID50853,0
ID50854,0
ID50855,0
ID50856,0
ID50857,0
ID50858,0
ID50859,0
ID50860,0
ID50861,0
ID50862,0
ID50863,0
ID50864,0
ID50865,0
ID50866,0
ID50867,0
ID50868,0
ID50869,0
ID50870,0
ID50871,0
ID50872,0
ID50873,0
ID50874,0
ID50875,0
ID50876,0
ID50877,0
ID50878,0
ID50879,0
ID50880,0
ID50881,0
ID50882,0
ID50883,0
ID50884,0
ID50885,0
ID50886,0
ID50887,0
ID50888,0
ID50889,0
ID50890,0
ID50891,0
ID50892,0
ID50893,0
ID50894,0
ID50895,0
ID50896,0
ID50897,0
ID50898,0
ID50899,0
ID50900,0
ID50901,0
ID50902,0
ID50903,0
ID50904,0
ID50905,0
ID50906,0
ID50907,0
ID50908,0
ID50909,0
ID50910,0
ID50911,0
ID50912,0
ID50913,0
ID50914,0
ID50915,0
ID50916,0
ID50917,0
ID50918,0
ID50919,0
ID50920,0
ID50921,0
ID50922,0
ID50923,0
ID50924,0
ID50925,0
ID50926,0
ID50927,0
ID50928,0
ID50929,0
ID50930,0
ID50931,0
ID50932,0
ID50933,0
ID50934,0
ID50935,0
ID50936,0
ID50937,0
ID50938,0
ID50939,0
ID50940,0
ID50941,0
ID50942,0
ID50943,0
ID50944,0
ID50945,0
ID50946,0
ID50947,0
ID50948,0
ID50949,0
ID50950,0
ID50951,0
ID50952,0
ID50953,0
ID50954,0
ID50955,0
ID50956,0
ID50957,0
ID50958,0
ID50959,0
ID50960,0
ID50961,0
ID50962,0
ID50963,0
ID50964,0
ID50965,0
ID50966,0
ID50967,0
ID50968,0
ID50969,0
ID50970,0
ID50971,0
ID50972,0
ID50973,0
ID50974,0
ID50975,0
ID50976,0
ID50977,0
ID50978,0
ID50979,0
ID50980,0
ID50981,0
ID50982,0
ID50983,0
ID50984,0
ID50985,0
ID50986,0
ID50987,0
ID50988,0
ID50989,0
ID50990,0
ID50991,0
ID50992,0
ID50993,0
ID50994,0
ID50995,0
ID50996,0
ID50997,0
ID50998,0
ID50999,0
ID51000,0
ID51001,0
ID51002,0
ID51003,0
ID51004,0
ID51005,0
ID51006,0
ID51007,0
ID51008,0
ID51009,0
ID51010,0
ID51011,0
ID51012,0
ID51013,0
ID51014,0
ID51015,0
ID51016,0
ID51017,0
ID51018,0
ID51019,0
ID51020,0
ID51021,0
ID51022,0
ID51023,0
ID51024,0
ID51025,0
ID51026,0
ID51027,0
ID51028,0
ID51029,0
ID51030,0
ID51031,0
ID51032,0
ID51033,0
ID51034,0
ID51035,0
ID51036,0
ID51037,0
ID51038,0
ID51039,0
ID51040,0
ID51041,0
ID51042,0
ID51043,0
ID51044,0
ID51045,0
ID51046,0
ID51047,0
ID51048,0
ID51049,0
ID51050,0
ID51051,0
ID51052,0
ID51053,0
ID51054,0
ID51055,0
ID51056,0
ID51057,0
ID51058,0
ID51059,0
ID51060,0
ID51061,0
ID51062,0
ID51063,0
ID51064,0
ID51065,0
ID51066,0
ID51067,0
ID51068,0
ID51069,0
ID51070,0
ID51071,0
ID51072,0
ID51073,0
ID51074,0
ID51075,0
ID51076,0
ID51077,0
ID51078,0
ID51079,0
ID51080,0
ID51081,0
ID51082,0
ID51083,0
ID51084,0
ID51085,0
ID51086,0
ID51087,0
ID51088,0
ID51089,0
ID51090,0
ID51091,0
ID51092,0
ID51093,0
ID51094,0
ID51095,0
ID51096,0
ID51097,0
ID51098,0
ID51099,0
ID51100,0
ID51101,0
ID51102,0
ID51103,0
ID51104,0
ID51105,0
ID51106,0
ID51107,0
ID51108,0
ID51109,0
ID51110,0
ID51111,0
ID51112,0
ID51113,0
ID51114,0
ID51115,0
ID51116,0
ID51117,0
ID51118,0
ID51119,0
ID51120,0
ID51121,0
ID51122,0
ID51123,0
ID51124,0
ID51125,0
ID51126,0
ID51127,0
ID51128,0
ID51129,0
ID51130,0
ID51131,0
ID51132,0
ID51133,0
ID51134,0
ID51135,0
ID51136,0
ID51137,0
ID51138,0
ID51139,0
ID51140,0
ID51141,0
ID51142,0
ID51143,0
ID51144,0
ID51145,0
ID51146,0
ID51147,0
ID51148,0
ID51149,0
ID51150,0
ID51151,0
ID51152,0
ID51153,0
ID51154,0
ID51155,0
ID51156,0
ID51157,0
ID51158,0
ID51159,0
ID51160,0
ID51161,0
ID51162,0
ID51163,0
ID51164,0
ID51165,0
ID51166,0
ID51167,0
ID51168,0
ID51169,0
ID51170,0
ID51171,0
ID51172,0
ID51173,0
ID51174,0
ID51175,0
ID51176,0
ID51177,0
ID51178,0
ID51179,0
ID51180,0
ID51181,0
ID51182,0
ID51183,0
ID51184,0
ID51185,0
ID51186,0
ID51187,0
ID51188,0
ID51189,0
ID51190,0
ID51191,0
ID51192,0
ID51193,0
ID51194,0
ID51195,0
ID51196,0
ID51197,0
ID51198,0
ID51199,0
ID51200,0
ID51201,0
ID51202,0
ID51203,0
ID51204,0
ID51205,0
ID51206,0
ID51207,0
ID51208,0
ID51209,0
ID51210,0
ID51211,0
ID51212,0
ID51213,0
ID51214,0
ID51215,0
ID51216,0
ID51217,0
ID51218,0
ID51219,0
ID51220,0
ID51221,0
ID51222,0
ID51223,0
ID51224,0
ID51225,0
ID51226,0
ID51227,0
ID51228,0
ID51229,0
ID51230,0
ID51231,0
ID51232,0
ID51233,0
ID51234,0
ID51235,0
ID51236,0
ID51237,0
ID51238,0
ID51239,0
ID51240,0
ID51241,0
ID51242,0
ID51243,0
ID51244,0
ID51245,0
ID51246,0
ID51247,0
ID51248,0
ID51249,0
ID51250,0
ID51251,0
ID51252,0
ID51253,0
ID51254,0
ID51255,0
ID51256,0
ID51257,0
ID51258,0
ID51259,0
ID51260,0
ID51261,0
ID51262,0
ID51263,0
ID51264,0
ID51265,0
ID51266,0
ID51267,0
ID51268,0
ID51269,0
ID51270,0
ID51271,0
ID51272,0
ID51273,0
ID51274,0
ID51275,0
ID51276,0
ID51277,0
ID51278,0
ID51279,0
ID51280,0
ID51281,0
ID51282,0
ID51283,0
ID51284,0
ID51285,0
ID51286,0
ID51287,0
ID51288,0
ID51289,0
ID51290,0
ID51291,0
ID51292,0
ID51293,0
ID51294,0
ID51295,0
ID51296,0
ID51297,0
ID51298,0
ID51299,0
ID51300,0
ID51301,0
ID51302,0
ID51303,0
ID51304,0
ID51305,0
ID51306,0
ID51307,0
ID51308,0
ID51309,0
ID51310,0
ID51311,0
ID51312,0
ID51313,0
ID51314,0
ID51315,0
ID51316,0
ID51317,0
ID51318,0
ID51319,0
ID51320,0
ID51321,0
ID51322,0
ID51323,0
ID51324,0
ID51325,0
ID51326,0
ID51327,0
ID51328,0
ID51329,0
ID51330,0
ID51331,0
ID51332,0
ID51333,0
ID51334,0
ID51335,0
ID51336,0
ID51337,0
ID51338,0
ID51339,0
ID51340,0
ID51341,0
ID51342,0
ID51343,0
ID51344,0
ID51345,0
ID51346,0
ID51347,0
ID51348,0
ID51349,0
ID51350,0
ID51351,0
ID51352,0
ID51353,0
ID51354,0
ID51355,0
ID51356,0
ID51357,0
ID51358,0
ID51359,0
ID51360,0
ID51361,0
ID51362,0
ID51363,0
ID51364,0
ID51365,0
ID51366,0
ID51367,0
ID51368,0
ID51369,0
ID51370,0
ID51371,0
ID51372,0
ID51373,0
ID51374,0
ID51375,0
ID51376,0
ID51377,0
ID51378,0
ID51379,0
ID51380,0
ID51381,0
ID51382,0
ID51383,0
ID51384,0
ID51385,0
ID51386,0
ID51387,0
ID51388,0
ID51389,0
ID51390,0
ID51391,0
ID51392,0
ID51393,0
ID51394,0
ID51395,0
ID51396,0
ID51397,0
ID51398,0
ID51399,0
ID51400,0
ID51401,0
ID51402,0
ID51403,0
ID51404,0
ID51405,0
ID51406,0
ID51407,0
ID51408,0
ID51409,0
ID51410,0
ID51411,0
ID51412,0
ID51413,0
ID51414,0
ID51415,0
ID51416,0
ID51417,0
ID51418,0
ID51419,0
ID51420,0
ID51421,0
ID51422,0
ID51423,0
ID51424,0
ID51425,0
ID51426,0
ID51427,0
ID51428,0
ID51429,0
ID51430,0
ID51431,0
ID51432,0
ID51433,0
ID51434,0
ID51435,0
ID51436,0
ID51437,0
ID51438,0
ID51439,0
ID51440,0
ID51441,0
ID51442,0
ID51443,0
ID51444,0
ID51445,0
ID51446,0
ID51447,0
ID51448,0
ID51449,0
ID51450,0
ID51451,0
ID51452,0
ID51453,0
ID51454,0
ID51455,0
ID51456,0
ID51457,0
ID51458,0
ID51459,0
ID51460,0
ID51461,0
ID51462,0
ID51463,0
ID51464,0
ID51465,0
ID51466,0
ID51467,0
ID51468,0
ID51469,0
ID51470,0
ID51471,0
ID51472,0
ID51473,0
ID51474,0
ID51475,0
ID51476,0
ID51477,0
ID51478,0
ID51479,0
ID51480,0
ID51481,0
ID51482,0
ID51483,0
ID51484,0
ID51485,0
ID51486,0
ID51487,0
ID51488,0
ID51489,0
ID51490,0
ID51491,0
ID51492,0
ID51493,0
ID51494,0
ID51495,0
ID51496,0
ID51497,0
ID51498,0
ID51499,0
ID51500,0
ID51501,0
ID51502,0
ID51503,0
ID51504,0
ID51505,0
ID51506,0
ID51507,0
ID51508,0
ID51509,0
ID51510,0
ID51511,0
ID51512,0
ID51513,0
ID51514,0
ID51515,0
ID51516,0
ID51517,0
ID51518,0
ID51519,0
ID51520,0
ID51521,0
ID51522,0
ID51523,0
ID51524,0
ID51525,0
ID51526,0
ID51527,0
ID51528,0
ID51529,0
ID51530,0
ID51531,0
ID51532,0
ID51533,0
ID51534,0
ID51535,0
ID51536,0
ID51537,0
ID51538,0
ID51539,0
ID51540,0
ID51541,0
ID51542,0
ID51543,0
ID51544,0
ID51545,0
ID51546,0
ID51547,0
ID51548,0
ID51549,0
ID51550,0
ID51551,0
ID51552,0
ID51553,0
ID51554,0
ID51555,0
ID51556,0
ID51557,0
ID51558,0
ID51559,0
ID51560,0
ID51561,0
ID51562,0
ID51563,0
ID51564,0
ID51565,0
ID51566,0
ID51567,0
ID51568,0
ID51569,0
ID51570,0
ID51571,0
ID51572,0
ID51573,0
ID51574,0
ID51575,0
ID51576,0
ID51577,0
ID51578,0
ID51579,0
ID51580,0
ID51581,0
ID51582,0
ID51583,0
ID51584,0
ID51585,0
ID51586,0
ID51587,0
ID51588,0
ID51589,0
ID51590,0
ID51591,0
ID51592,0
ID51593,0
ID51594,0
ID51595,0
ID51596,0
ID51597,0
ID51598,0
ID51599,0
ID51600,0
ID51601,0
ID51602,0
ID51603,0
ID51604,0
ID51605,0
ID51606,0
ID51607,0
ID51608,0
ID51609,0
ID51610,0
ID51611,0
ID51612,0
ID51613,0
ID51614,0
ID51615,0
ID51616,0
ID51617,0
ID51618,0
ID51619,0
ID51620,0
ID51621,0
ID51622,0
ID51623,0
ID51624,0
ID51625,0
ID51626,0
ID51627,0
ID51628,0
ID51629,0
ID51630,0
ID51631,0
ID51632,0
ID51633,0
ID51634,0
ID51635,0
ID51636,0
ID51637,0
ID51638,0
ID51639,0
ID51640,0
ID51641,0
ID51642,0
ID51643,0
ID51644,0
ID51645,0
ID51646,0
ID51647,0
ID51648,0
ID51649,0
ID51650,0
ID51651,0
ID51652,0
ID51653,0
ID51654,0
ID51655,0
ID51656,0
ID51657,0
ID51658,0
ID51659,0
ID51660,0
ID51661,0
ID51662,0
ID51663,0
ID51664,0
ID51665,0
ID51666,0
ID51667,0
ID51668,0
ID51669,0
ID51670,0
ID51671,0
ID51672,0
ID51673,0
ID51674,0
ID51675,0
ID51676,0
ID51677,0
ID51678,0
ID51679,0
ID51680,0
ID51681,0
ID51682,0
ID51683,0
ID51684,0
ID51685,0
ID51686,0
ID51687,0
ID51688,0
ID51689,0
ID51690,0
ID51691,0
ID51692,0
ID51693,0
ID51694,0
ID51695,0
ID51696,0
ID51697,0
ID51698,0
ID51699,0
ID51700,0
ID51701,0
ID51702,0
ID51703,0
ID51704,0
ID51705,0
ID51706,0
ID51707,0
ID51708,0
ID51709,0
ID51710,0
ID51711,0
ID51712,0
ID51713,0
ID51714,0
ID51715,0
ID51716,0
ID51717,0
ID51718,0
ID51719,0
ID51720,0
ID51721,0
ID51722,0
ID51723,0
ID51724,0
ID51725,0
ID51726,0
ID51727,0
ID51728,0
ID51729,0
ID51730,0
ID51731,0
ID51732,0
ID51733,0
ID51734,0
ID51735,0
ID51736,0
ID51737,0
ID51738,0
ID51739,0
ID51740,0
ID51741,0
ID51742,0
ID51743,0
ID51744,0
ID51745,0
ID51746,0
ID51747,0
ID51748,0
ID51749,0
ID51750,0
ID51751,0
ID51752,0
ID51753,0
ID51754,0
ID51755,0
ID51756,0
ID51757,0
ID51758,0
ID51759,0
ID51760,0
ID51761,0
ID51762,0
ID51763,0
ID51764,0
ID51765,0
ID51766,0
ID51767,0
ID51768,0
ID51769,0
ID51770,0
ID51771,0
ID51772,0
ID51773,0
ID51774,0
ID51775,0
ID51776,0
ID51777,0
ID51778,0
ID51779,0
ID51780,0
ID51781,0
ID51782,0
ID51783,0
ID51784,0
ID51785,0
ID51786,0
ID51787,0
ID51788,0
ID51789,0
ID51790,0
ID51791,0
ID51792,0
ID51793,0
ID51794,0
ID51795,0
ID51796,0
ID51797,0
ID51798,0
ID51799,0
ID51800,0
ID51801,0
ID51802,0
ID51803,0
ID51804,0
ID51805,0
ID51806,0
ID51807,0
ID51808,0
ID51809,0
ID51810,0
ID51811,0
ID51812,0
ID51813,0
ID51814,0
ID51815,0
ID51816,0
ID51817,0
ID51818,0
ID51819,0
ID51820,0
ID51821,0
ID51822,0
ID51823,0
ID51824,0
ID51825,0
ID51826,0
ID51827,0
ID51828,0
ID51829,0
ID51830,0
ID51831,0
ID51832,0
ID51833,0
ID51834,0
ID51835,0
ID51836,0
ID51837,0
ID51838,0
ID51839,0
ID51840,0
ID51841,0
ID51842,0
ID51843,0
ID51844,0
ID51845,0
ID51846,0
ID51847,0
ID51848,0
ID51849,0
ID51850,0
ID51851,0
ID51852,0
ID51853,0
ID51854,0
ID51855,0
ID51856,0
ID51857,0
ID51858,0
ID51859,0
ID51860,0
ID51861,0
ID51862,0
ID51863,0
ID51864,0
ID51865,0
ID51866,0
ID51867,0
ID51868,0
ID51869,0
ID51870,0
ID51871,0
ID51872,0
ID51873,0
ID51874,0
ID51875,0
ID51876,0
ID51877,0
ID51878,0
ID51879,0
ID51880,0
ID51881,0
ID51882,0
ID51883,0
ID51884,0
ID51885,0
ID51886,0
ID51887,0
ID51888,0
ID51889,0
ID51890,0
ID51891,0
ID51892,0
ID51893,0
ID51894,0
ID51895,0
ID51896,0
ID51897,0
ID51898,0
ID51899,0
ID51900,0
ID51901,0
ID51902,0
ID51903,0
ID51904,0
ID51905,0
ID51906,0
ID51907,0
ID51908,0
ID51909,0
ID51910,0
ID51911,0
ID51912,0
ID51913,0
ID51914,0
ID51915,0
ID51916,0
ID51917,0
ID51918,0
ID51919,0
ID51920,0
ID51921,0
ID51922,0
ID51923,0
ID51924,0
ID51925,0
ID51926,0
ID51927,0
ID51928,0
ID51929,0
ID51930,0
ID51931,0
ID51932,0
ID51933,0
ID51934,0
ID51935,0
ID51936,0
ID51937,0
ID51938,0
ID51939,0
ID51940,0
ID51941,0
ID51942,0
ID51943,0
ID51944,0
ID51945,0
ID51946,0
ID51947,0
ID51948,0
ID51949,0
ID51950,0
ID51951,0
ID51952,0
ID51953,0
ID51954,0
ID51955,0
ID51956,0
ID51957,0
ID51958,0
ID51959,0
ID51960,0
ID51961,0
ID51962,0
ID51963,0
ID51964,0
ID51965,0
ID51966,0
ID51967,0
ID51968,0
ID51969,0
ID51970,0
ID51971,0
ID51972,0
ID51973,0
ID51974,0
ID51975,0
ID51976,0
ID51977,0
ID51978,0
ID51979,0
ID51980,0
ID51981,0
ID51982,0
ID51983,0
ID51984,0
ID51985,0
ID51986,0
ID51987,0
ID51988,0
ID51989,0
ID51990,0
ID51991,0
ID51992,0
ID51993,0
ID51994,0
ID51995,0
ID51996,0
ID51997,0
